,Gender,Age,Attendance
4585,1,38,0.54
7845,1,42,0.92
6299,0,53,0.85
8960,0,41,0.74
1944,0,57,0.8
4756,0,57,0.58
9407,0,24,0.71
5542,0,56,0.71
8041,0,38,0.5
6897,1,62,0.88
8535,0,27,0.89
3931,0,66,0.98
4384,1,13,0.87
3542,0,59,0.74
5872,0,32,0.7
8504,0,75,0.58
5453,1,42,0.75
782,0,51,0.7
8109,1,33,0.62
2163,0,60,0.84
4120,1,45,0.87
6074,0,30,0.64
5719,0,47,0.47
226,0,32,0.55
760,1,55,0.74
3648,1,47,0.62
7259,1,50,0.59
514,0,20,0.83
8833,0,52,0.59
7438,0,46,0.86
7685,1,60,0.93
1605,0,51,0.68
4279,1,28,0.62
9061,0,55,0.66
6770,0,43,0.54
7013,0,60,0.91
2891,1,50,0.55
3930,0,51,0.56
2152,1,85,0.93
908,0,65,0.75
4896,1,37,0.38
4864,1,57,0.7
193,1,60,0.92
4759,1,46,0.93
742,1,56,0.6
8188,1,23,0.82
7538,1,45,0.88
5550,1,42,0.93
612,0,46,0.67
7346,1,36,0.89
8462,0,41,0.83
1870,0,55,0.6
2211,1,42,0.4
7807,0,37,0.72
3638,1,63,0.87
401,0,54,0.93
3540,0,44,0.48
5038,0,44,0.67
849,0,63,0.97
6196,0,39,0.61
3200,1,41,0.91
1728,1,38,0.87
374,1,62,0.8
8754,0,32,0.56
2935,1,60,0.93
4633,0,46,0.69
6019,0,39,0.67
4773,0,66,0.67
1007,1,58,0.77
9666,1,53,0.92
8812,1,58,0.8
409,0,39,0.44
578,1,63,0.64
692,1,47,0.98
1611,0,19,0.67
2734,1,48,0.47
6274,1,45,0.83
8293,1,60,0.61
4927,0,43,0.78
7721,0,45,0.84
8028,0,58,0.9
655,1,32,0.79
4540,1,26,0.63
7084,0,43,0.9
5925,1,40,0.59
7261,0,42,0.74
8317,0,53,0.58
3839,1,57,0.72
8641,0,32,0.54
7833,1,55,0.72
5324,1,20,0.48
1157,1,25,0.6
7481,1,42,0.79
6382,1,33,0.7
8196,1,29,0.71
3133,0,64,0.64
590,1,57,0.65
2906,0,65,0.42
1575,1,45,0.72
4574,0,58,0.57
3129,0,32,0.83
9197,1,47,0.89
6250,1,66,0.42
6752,0,57,0.86
2396,1,62,0.62
8835,0,75,0.62
3124,1,52,0.7
5040,1,46,0.82
743,0,54,0.95
1948,1,62,0.89
182,1,29,0.46
3547,0,61,0.73
4338,0,54,0.78
2716,0,21,0.7
5490,0,59,0.69
1053,0,77,0.85
8648,1,17,0.89
653,0,51,0.7
148,1,35,0.95
708,1,70,0.55
369,0,46,0.82
23,1,39,0.82
1285,0,49,0.51
1957,0,42,0.75
8025,1,17,0.36
2260,0,49,0.87
5628,0,55,0.8
1199,0,33,0.46
4508,1,42,0.86
2283,1,37,0.73
1192,0,61,0.76
8977,0,49,0.62
7932,0,55,0.4
5605,1,54,0.92
7762,1,40,0.68
4808,0,50,0.94
2693,0,42,0.78
4251,0,46,0.61
8564,1,29,0.61
2798,1,23,0.95
9039,0,64,0.85
2511,0,42,0.69
8424,0,42,0.82
1908,1,41,0.78
7830,0,22,0.71
8068,0,42,0.48
1706,0,63,0.53
1464,0,46,0.67
3800,0,47,0.57
3033,0,42,0.63
2771,1,65,0.85
6418,1,18,0.89
9680,1,58,0.89
30,1,45,0.78
2306,0,54,0.7
7302,1,64,0.95
1226,0,46,0.65
2329,0,61,0.34
3413,0,67,0.71
8993,0,51,0.8
173,0,55,0.73
9465,0,51,0.94
3241,0,38,0.95
4955,1,55,0.55
6068,0,53,0.87
3742,0,74,0.42
5920,1,55,0.89
9074,1,30,0.73
8066,0,31,0.78
807,1,55,0.8
1469,1,65,0.88
3902,1,34,0.89
7227,1,73,0.95
493,1,46,0.79
6747,0,34,0.62
1001,0,31,0.99
2317,1,38,0.97
8634,1,55,0.9
8870,0,63,0.93
972,0,25,0.81
5404,0,49,0.87
2380,1,52,0.85
7804,0,46,0.78
6585,0,52,0.75
5791,0,61,0.73
4707,1,65,0.81
6861,1,57,0.9
9725,0,63,0.8
7913,1,50,0.86
4110,0,53,0.77
6738,0,51,0.45
1663,0,77,0.85
7334,1,64,0.59
3345,1,46,0.83
198,0,83,0.62
1058,1,37,0.5
640,0,60,0.71
7309,0,53,0.53
319,1,36,0.8
7431,0,83,0.81
2662,1,42,0.88
9225,0,36,0.67
8854,1,58,0.68
1920,0,78,0.56
1952,0,56,0.89
371,0,38,0.6
585,1,62,0.99
2830,1,36,0.99
7729,0,45,0.35
9586,1,50,0.73
9713,0,64,0.77
76,0,38,0.7
6334,1,35,0.42
6862,0,36,0.4
5093,0,58,0.62
2368,1,48,0.71
7644,1,59,0.6
6145,0,28,0.61
4735,0,54,0.66
375,0,71,0.67
80,0,56,0.77
7650,1,42,0.69
8031,1,46,0.55
2170,0,59,0.87
9724,0,41,0.5
2786,0,33,0.74
7389,1,39,0.48
2898,1,38,0.88
7574,1,39,0.95
6786,0,76,0.78
5480,1,35,0.61
189,0,51,0.55
5611,0,35,0.8
2892,0,34,0.73
9796,0,60,0.59
8677,0,43,0.88
3170,1,70,0.81
2059,0,47,0.9
4449,0,46,0.95
7177,0,36,0.81
948,0,14,0.6
5724,0,22,0.36
8194,0,61,0.92
9665,1,76,0.92
6234,1,68,0.9
9234,0,66,0.55
8007,0,37,0.83
3106,1,43,0.96
5566,0,35,0.76
7545,1,88,0.69
2110,1,44,0.73
1517,0,13,0.81
7430,0,42,0.58
3702,1,67,0.84
5979,1,61,0.92
9424,1,31,0.68
873,1,74,0.79
1205,1,58,0.85
7015,1,63,0.87
809,1,67,0.81
5115,0,27,0.91
1816,0,65,0.75
7201,1,64,0.61
9226,1,37,0.98
4795,0,38,0.92
3965,0,25,0.95
5579,0,30,0.67
3070,0,59,0.89
7238,0,62,0.7
8796,1,39,0.47
6719,1,73,0.7
9110,0,42,0.8
3150,1,44,0.93
5713,1,47,0.76
2826,1,32,0.62
3852,1,88,0.73
2614,0,63,0.65
9433,0,62,0.8
6963,0,59,0.91
3617,0,50,0.58
5456,1,41,0.89
8332,1,35,0.79
7605,1,62,0.82
6581,1,24,0.53
2496,1,43,0.88
7329,0,32,0.93
6533,0,71,0.32
7375,0,47,0.86
4037,0,47,0.88
4916,1,38,0.44
1076,0,60,0.7
9141,0,42,0.88
1069,1,69,0.49
9235,0,65,0.48
1136,1,42,0.85
999,0,60,0.53
2715,0,52,0.74
8651,0,50,0.83
7190,1,54,0.57
6676,1,30,0.85
9458,1,37,0.92
8216,0,68,0.73
261,0,40,0.7
3910,0,30,0.75
3297,1,24,0.85
6649,1,54,0.88
1695,0,38,0.66
8200,1,47,0.78
6507,1,49,0.76
1713,1,39,0.81
3061,0,24,0.9
400,0,43,0.66
3250,1,51,0.97
5277,0,41,0.69
5627,1,55,0.63
4134,0,84,0.44
6388,0,39,0.73
864,1,51,0.74
1824,1,62,0.76
6489,0,51,0.81
8674,1,50,0.57
5530,0,89,0.84
2433,0,30,0.4
8182,1,74,0.64
4303,0,44,0.98
3328,1,57,0.63
3362,1,44,0.9
5165,0,40,0.85
890,1,50,0.74
5750,0,86,0.39
7558,0,29,0.51
4055,0,78,0.78
4990,1,64,0.68
2297,1,56,0.7
5079,1,45,0.9
4041,1,51,0.8
1112,1,64,0.58
631,0,54,0.9
7009,1,33,0.83
8404,0,82,0.69
4054,1,74,0.95
1838,1,55,0.7
5970,1,33,0.72
7100,1,36,0.84
5383,0,35,0.73
7086,1,56,0.79
8390,1,56,0.8
9391,0,48,0.7
6357,1,51,0.8
5370,0,25,0.51
3781,0,53,0.66
6762,1,43,0.97
9799,1,71,0.9
5538,1,32,0.75
7665,0,71,0.7
3182,0,64,0.74
4619,0,35,0.67
6373,0,65,0.67
9161,0,61,0.78
1934,0,51,0.84
3535,0,77,0.82
7795,0,62,0.51
8166,0,44,0.81
3141,1,42,0.53
5895,0,45,0.7
2631,0,40,0.75
295,1,29,0.75
9594,0,74,0.66
2876,1,49,0.9
8831,0,34,0.73
8657,0,63,0.7
4348,0,38,0.56
6076,0,39,0.33
7393,0,26,0.61
2446,1,31,0.81
7595,0,70,0.52
2439,1,58,0.75
7982,1,20,0.77
7035,0,43,0.74
8630,1,39,0.83
656,1,63,0.43
2085,0,58,0.77
2509,0,85,0.87
6403,0,44,0.7
7924,0,36,0.87
8708,0,40,0.89
9058,0,37,0.81
6199,1,38,0.81
4001,0,52,0.75
5983,0,32,0.83
2074,1,59,0.87
277,0,49,0.88
4254,0,48,0.4
9528,1,22,0.71
7235,0,60,0.61
294,1,66,0.8
6848,0,61,0.37
6302,0,65,0.8
8806,0,58,0.69
6735,0,51,0.68
3517,1,66,0.61
6989,1,32,0.43
3324,1,53,0.92
3545,0,71,0.96
6939,0,39,0.67
1369,0,41,0.7
4609,0,46,0.77
4163,0,80,0.77
8886,1,48,0.81
1314,0,48,0.92
4085,0,53,0.66
1726,0,57,0.99
2357,1,45,0.51
3395,1,36,0.77
7741,1,33,0.44
7406,0,35,0.9
5886,0,63,0.95
6051,0,87,0.66
8849,1,66,0.8
6269,0,33,0.77
9330,0,54,0.46
1397,1,21,0.67
1244,1,54,0.79
7620,0,17,0.92
833,0,66,0.64
149,1,53,0.83
3647,1,58,0.79
5268,1,31,0.55
184,0,63,0.58
920,0,62,0.27
1487,0,37,0.95
2926,1,34,0.52
5610,1,48,0.9
5968,1,68,0.57
3634,0,71,0.9
5742,0,41,0.55
2035,0,25,0.33
5777,0,32,0.82
264,1,39,0.83
3299,1,17,0.28
5419,0,51,0.67
2504,0,55,0.88
4692,1,27,0.54
7566,0,64,0.45
3030,0,38,0.84
4505,0,54,0.74
8401,0,42,0.71
6792,0,59,0.56
2250,0,59,0.74
2395,0,43,0.8
1378,0,58,0.89
1500,1,54,0.63
2291,0,59,0.59
8840,0,64,0.66
7074,1,46,0.88
3454,1,60,0.75
7761,1,39,0.57
8622,1,27,0.88
3437,0,56,0.73
3966,1,47,0.84
7203,0,24,0.82
3254,1,54,0.37
7428,0,45,0.77
9754,1,48,0.85
9490,1,52,0.41
51,1,29,0.82
6449,1,20,0.65
7792,1,61,0.91
7633,1,43,0.91
7926,0,20,0.7
8937,1,29,0.88
6870,0,56,0.75
1969,0,59,0.84
2713,0,56,0.61
7848,1,63,0.9
5578,1,68,0.61
1514,1,38,0.6
7631,1,60,0.76
9250,0,34,0.74
8304,0,43,0.46
3333,0,36,0.64
168,1,69,0.55
2322,0,63,0.55
4671,0,68,0.38
424,1,40,0.87
2602,0,47,0.83
3494,0,41,0.62
4256,0,69,0.72
1354,0,51,0.87
3758,1,18,0.65
7237,1,34,0.73
3537,1,56,0.7
7907,0,30,0.59
3156,0,36,0.69
3326,1,26,0.77
4000,1,47,0.58
853,1,55,0.84
8192,0,54,0.68
9427,0,66,0.66
7179,1,81,0.7
2258,0,74,0.75
53,1,42,0.39
6923,1,42,0.83
9371,1,48,0.9
2177,0,51,0.67
6290,0,41,0.46
6642,1,72,0.93
9393,1,67,0.6
3995,1,48,0.81
4715,1,48,0.86
3700,0,59,0.73
5091,0,59,0.86
9021,1,50,0.8
5697,1,41,0.74
2841,1,52,0.71
7798,0,61,0.5
1212,0,28,0.79
7764,0,28,0.67
8795,1,49,0.77
9294,1,52,0.77
3848,1,39,0.82
3994,1,23,0.82
8902,0,45,0.61
3591,0,44,0.81
8049,1,59,0.74
6924,1,57,0.66
515,1,62,0.69
8263,0,55,0.74
2709,1,65,0.82
356,1,54,0.72
6962,0,61,0.66
8118,1,55,0.89
5501,1,51,0.8
3320,1,53,0.7
59,1,54,0.93
5439,0,56,0.81
281,0,57,0.86
9514,1,44,0.79
3348,0,16,0.74
1629,1,67,0.69
2782,1,63,0.72
8704,0,58,0.8
5148,1,60,0.62
3575,1,64,0.71
7325,1,46,0.82
9264,0,50,0.74
1276,0,30,0.59
4047,1,2,0.59
1530,0,42,0.65
6991,1,58,0.88
805,1,11,0.81
1529,0,57,0.64
6854,0,32,0.52
8803,0,68,0.44
8241,0,38,0.64
5666,0,24,0.72
2691,0,47,0.78
5654,0,41,0.42
3054,0,40,0.62
1367,0,72,0.72
5406,1,85,0.86
8616,0,28,0.46
2464,1,46,0.53
0,0,58,0.81
9253,1,47,0.88
4568,0,49,0.63
6044,0,51,0.93
5072,1,20,0.92
176,0,50,0.66
1022,1,55,0.99
8701,1,55,0.91
1286,0,51,0.84
7063,1,45,0.92
2409,1,62,0.79
5908,1,51,0.94
3008,1,57,0.75
5951,0,38,0.73
6543,0,39,0.33
2384,1,83,0.8
1348,1,63,0.88
5416,0,64,0.86
4275,0,55,0.64
6674,0,67,0.73
6440,1,55,0.74
532,0,44,0.26
9288,0,49,0.89
380,1,83,0.59
9389,0,49,0.91
3346,1,47,0.83
7133,1,37,0.56
2681,0,42,0.36
930,1,53,0.51
2626,0,39,0.98
2526,0,47,0.91
9829,0,45,0.54
9875,0,55,0.59
8611,1,49,0.92
1059,1,45,0.92
4176,0,48,0.76
7090,1,64,0.47
73,0,75,0.95
5972,0,50,0.84
3173,1,71,0.63
2604,1,30,0.86
7236,1,34,0.72
1252,0,35,0.82
4394,0,67,0.76
8711,1,36,0.48
1864,1,75,0.91
4603,1,57,0.61
8680,0,75,0.68
8580,0,73,0.36
9179,0,53,0.79
9248,0,52,0.8
1290,0,49,0.68
2995,0,44,0.86
4957,1,14,0.59
6648,0,55,0.5
455,1,61,0.82
6427,1,41,0.81
815,1,55,0.83
7614,0,44,0.34
2920,1,38,0.82
2638,0,70,0.62
9043,1,49,0.77
5672,0,54,0.76
3130,1,27,0.74
9755,0,40,0.7
8036,1,31,0.87
4700,1,35,0.7
2777,1,14,0.84
2222,1,66,0.58
8544,1,36,0.98
7097,0,36,0.66
7544,1,67,0.66
8159,1,55,0.91
5280,0,62,0.71
3719,0,24,0.7
9194,0,60,0.69
7523,1,66,0.92
5751,1,56,0.83
3873,1,16,0.85
1203,1,45,0.79
1405,1,58,0.78
1699,1,57,0.59
7823,0,41,0.58
6163,0,69,0.95
4718,0,62,0.79
9447,0,36,0.93
4878,0,27,0.45
5927,1,54,0.53
163,0,68,0.71
2047,1,43,0.51
6966,0,58,0.64
6342,1,42,0.65
3360,1,61,0.62
5294,0,31,0.7
8600,0,46,0.74
4118,0,72,0.89
5866,0,22,0.85
3412,1,54,0.88
5101,0,55,0.6
641,0,42,0.74
6750,0,25,0.75
1343,1,65,0.76
4480,0,45,0.83
888,0,54,0.58
3927,1,31,0.97
531,1,30,0.74
6031,0,39,0.72
8002,1,48,0.57
7483,1,60,0.85
7249,1,23,0.83
7875,1,41,0.69
1795,1,58,0.56
6784,1,44,0.81
9104,0,60,0.75
6028,1,50,0.65
2109,0,47,0.51
5681,1,56,0.82
3166,0,52,0.64
266,1,68,0.54
3763,1,46,0.86
811,0,39,0.68
360,0,52,0.6
1460,0,48,0.74
952,1,45,0.84
2160,1,31,0.78
1799,0,58,0.67
7468,1,57,0.67
8124,1,71,0.74
7000,1,36,0.78
3337,0,42,0.83
9540,0,47,0.92
5427,1,58,0.87
7711,1,48,0.57
6564,0,73,0.76
2100,0,15,0.66
8478,0,46,0.88
6724,0,60,0.65
5175,1,22,0.75
9143,1,39,0.84
4231,0,19,0.59
8850,0,66,0.63
2191,0,51,0.92
8403,1,63,0.78
3164,0,41,0.73
8466,0,43,0.79
9062,0,31,0.92
88,0,73,0.82
2324,0,29,0.46
8490,1,50,0.71
8012,1,59,0.49
3776,0,37,0.84
315,1,53,0.65
7758,1,29,0.86
3117,0,46,0.71
4618,0,56,0.32
2020,0,54,0.72
2002,0,41,0.38
2974,1,76,0.96
1275,1,44,0.46
7277,1,46,0.5
528,1,39,0.88
6188,1,53,0.78
4404,1,53,0.97
3598,1,53,0.6
5230,0,49,0.83
3681,0,69,0.7
1318,1,42,0.76
6743,1,57,0.71
7085,0,22,0.72
5778,0,33,0.65
3034,0,58,0.78
6383,0,39,0.8
4811,0,67,0.64
9206,1,75,0.97
1166,0,62,0.67
4725,0,51,0.74
9632,1,40,0.67
9216,1,57,0.9
6236,1,16,0.86
1222,0,54,0.44
6604,1,47,0.9
4943,1,47,0.31
4255,0,62,0.78
6883,1,71,0.81
1982,0,49,0.79
9212,0,40,0.52
4020,1,55,0.69
8563,0,49,0.65
3482,1,66,0.86
7066,1,46,0.76
1538,1,40,0.8
9715,1,43,0.92
2744,1,78,0.85
1553,0,48,0.9
7341,1,58,0.95
2817,1,35,0.98
9094,0,76,0.84
7960,0,46,0.87
8810,1,51,0.78
2381,0,21,0.81
5186,0,34,0.6
4526,1,50,0.88
3524,0,63,0.49
2629,0,43,0.9
7447,1,61,0.77
4123,1,53,0.9
9351,1,54,0.89
2766,1,58,0.85
1656,0,18,0.6
4818,1,44,0.83
7896,1,35,0.97
7743,1,65,0.74
1843,0,59,0.91
6842,1,39,0.73
3151,0,50,0.86
9642,0,43,0.62
3386,1,37,0.59
5046,0,49,0.75
4025,1,54,0.88
9489,1,51,0.77
426,0,70,0.64
4094,0,58,0.64
5574,0,92,0.78
1923,0,69,0.5
6223,0,56,0.75
9863,1,34,0.91
7054,1,69,0.61
8596,1,57,0.74
8683,1,24,0.94
6177,0,44,0.88
6898,1,62,0.77
2542,1,34,0.87
8185,1,40,0.49
3515,1,42,0.76
7031,1,50,0.98
9723,0,60,0.54
5807,0,47,0.54
4969,0,39,0.87
7019,0,77,0.82
6387,1,60,0.78
6156,1,25,0.67
9236,1,46,0.89
6548,0,27,0.34
7241,0,40,0.71
7363,0,26,0.76
7476,0,53,0.71
1841,0,50,0.85
5400,1,39,0.8
1209,0,34,0.62
474,1,60,0.8
3311,0,31,0.95
8407,0,53,0.89
8848,1,62,0.87
4596,1,53,0.51
3235,1,34,0.86
7656,0,56,0.75
9278,1,59,0.88
7448,1,50,0.55
5060,1,62,0.6
4407,1,69,0.94
131,0,38,0.7
5410,1,55,0.8
1341,0,52,0.59
2184,1,57,0.81
9162,1,48,0.88
8786,0,25,0.7
6728,1,73,0.9
7946,0,61,0.76
247,1,48,0.7
9063,1,60,0.91
29,1,52,0.64
1119,0,62,0.86
5827,1,40,0.82
7570,0,45,0.81
7407,1,57,0.71
7573,1,49,0.71
4842,1,49,0.86
6171,1,41,0.77
5973,1,66,0.85
9158,0,55,0.73
9727,0,69,0.59
4666,0,61,0.91
633,1,49,0.73
8238,0,67,0.87
8152,0,68,0.72
4745,1,34,0.96
9171,1,50,0.74
868,1,50,0.84
4923,1,44,0.73
7165,1,31,0.75
7613,1,62,0.82
6119,0,36,0.86
4129,0,74,0.93
3559,1,55,0.71
2503,0,47,0.94
3567,1,45,0.77
4693,0,37,0.58
860,0,54,0.72
7785,0,54,0.69
4105,1,27,0.87
7218,1,44,0.92
4885,1,31,0.88
2310,0,28,0.83
2759,1,38,0.73
6975,1,76,0.72
848,0,56,0.9
1243,1,32,0.95
4713,0,66,0.79
5325,0,45,0.87
6502,0,50,0.88
6179,0,29,0.93
1180,1,59,0.47
3460,1,54,0.68
6493,0,51,0.93
2371,1,53,0.67
2,0,50,0.62
7174,1,48,0.89
4011,1,37,0.84
5572,0,55,0.36
6959,1,45,0.86
1048,1,45,0.71
5034,0,41,0.72
4491,1,50,0.86
9598,1,64,0.7
3863,0,3,0.63
4810,0,56,0.52
2551,1,19,0.86
9824,1,59,0.86
2431,1,14,0.82
3797,1,74,0.49
8184,0,53,0.42
310,1,54,0.69
1618,0,26,0.96
1092,0,60,0.73
1940,1,49,0.79
6664,0,59,0.68
3825,0,53,0.54
5875,1,39,0.84
1229,0,46,0.83
6820,0,35,0.67
4855,0,35,0.66
1474,0,61,0.88
1733,1,59,0.64
2628,1,58,0.77
2622,1,43,0.75
7797,0,42,0.45
6459,0,44,0.57
4562,0,29,0.97
4349,0,61,0.55
9432,1,53,0.92
2834,0,46,0.97
3009,1,47,0.83
762,0,79,0.92
7444,1,57,0.89
5110,1,43,0.72
3890,1,71,0.72
6810,0,50,0.91
9273,1,52,0.38
9311,1,55,0.57
3314,0,40,0.37
3441,1,60,0.57
8874,0,40,0.99
6832,1,83,0.47
4959,0,55,0.82
991,0,62,0.64
914,1,69,0.72
9177,0,79,0.92
8377,0,34,0.52
3654,0,51,0.81
9656,1,65,0.62
6864,0,72,0.64
7418,1,27,0.63
2484,1,39,0.81
3148,1,56,0.53
740,0,52,0.56
31,0,60,0.59
971,0,44,0.78
5839,1,76,0.89
3962,0,47,0.66
5560,0,45,0.88
1116,1,23,0.88
5805,0,51,0.82
156,1,56,0.92
7607,1,79,0.92
2467,0,41,0.71
831,0,39,0.89
5454,0,66,0.8
9027,0,37,0.82
2825,0,48,0.5
8694,1,45,0.58
9538,0,60,0.8
6460,0,46,0.72
6694,0,40,0.83
7368,1,78,0.86
2044,1,27,0.61
1980,1,74,0.74
8441,1,47,0.66
2683,0,62,0.61
1346,0,78,0.87
2077,0,58,0.41
6687,0,46,0.65
3653,0,53,0.89
355,1,71,0.74
744,1,63,0.78
7193,1,59,0.71
9836,1,30,0.71
9036,1,46,0.73
723,0,44,0.63
1976,1,37,0.91
2955,1,21,0.93
4340,0,49,0.68
2214,1,30,0.94
5394,0,53,0.9
9648,0,71,0.85
3870,1,42,0.89
5842,1,70,0.82
1258,1,28,0.84
8277,0,52,0.77
746,1,62,0.88
5276,1,77,0.66
1867,1,31,0.67
6186,1,53,0.89
265,0,61,0.82
9644,1,56,0.67
2428,0,48,0.92
3139,0,55,0.83
7698,1,53,0.74
4533,1,32,0.92
3062,0,48,0.86
9737,0,73,0.64
213,0,62,0.82
7826,1,62,0.95
5223,1,52,0.91
3947,1,33,0.88
2058,1,37,0.69
8086,1,66,0.9
6451,0,49,0.84
3711,1,41,0.89
2904,1,30,0.81
4922,1,36,0.65
3838,1,21,0.8
7382,1,70,0.64
8306,1,10,0.48
3136,1,55,0.61
284,0,36,0.84
95,0,41,0.73
1880,1,59,0.61
7027,1,29,0.92
7850,0,38,0.57
7859,1,39,0.92
2280,0,82,0.48
5536,0,50,0.79
2521,0,63,0.61
3613,0,59,0.75
7333,0,76,0.89
9481,1,68,0.68
2003,0,49,0.91
5346,1,43,0.27
3932,1,53,0.71
4578,1,40,0.94
8235,0,43,0.84
5917,1,53,0.83
4416,0,63,0.45
6353,1,16,0.98
3217,1,57,0.69
9440,1,41,0.6
4333,0,32,0.7
1003,1,41,0.72
6853,0,23,0.95
9241,1,18,0.81
6601,0,44,0.45
5295,1,56,0.68
8492,1,32,0.81
2507,1,34,0.88
1184,1,38,0.85
1259,0,45,0.36
2522,0,33,0.67
7199,0,27,0.82
9198,1,67,0.76
4559,1,31,0.73
4101,0,51,0.47
9033,0,46,0.78
8518,0,43,0.96
2436,1,38,0.71
9229,1,49,0.74
9508,0,62,0.81
4988,1,41,0.81
7297,1,78,0.97
4790,0,60,0.81
4483,0,90,0.53
3103,1,36,0.88
7194,0,41,0.63
603,1,49,0.89
4418,0,37,0.89
5963,1,34,0.71
9057,1,45,0.72
4042,1,22,0.71
9459,0,31,0.85
5561,0,98,0.65
6659,0,53,0.82
3367,1,55,0.65
1280,0,45,0.71
7728,1,38,0.71
9022,1,40,0.8
3149,0,46,0.86
3799,0,57,0.61
6216,0,46,0.64
6401,1,40,0.7
6358,1,64,0.9
328,1,46,0.69
1704,0,63,0.73
2493,1,24,0.54
7073,1,39,0.96
8671,1,19,0.53
3629,1,42,0.66
9437,1,31,0.86
4010,0,47,0.58
9621,1,64,0.83
8309,1,47,0.34
6067,1,54,0.35
9071,1,40,0.88
8658,1,57,0.81
6361,0,55,0.78
2199,0,44,0.68
8010,1,34,0.75
6589,0,40,0.82
3083,1,54,0.82
6065,0,27,0.45
5452,1,50,0.89
1901,1,14,0.52
8968,1,70,0.66
4664,0,36,0.5
1786,1,32,0.82
9349,0,51,0.68
9224,1,48,0.94
5188,1,65,0.84
5353,1,59,0.89
6094,1,63,0.68
84,0,30,0.5
3487,1,19,0.9
2789,1,51,0.8
7355,1,67,0.89
511,0,46,0.83
9793,1,31,0.49
6532,0,67,0.84
731,0,62,0.66
4782,1,67,0.92
4861,0,57,0.41
4470,1,57,0.77
9353,1,41,0.79
2757,0,65,0.92
2859,0,39,0.54
9510,1,43,0.97
3122,0,35,0.79
3184,0,29,0.88
2055,1,39,0.63
6814,1,66,0.65
4334,1,55,0.62
127,1,33,0.66
4450,0,78,0.67
164,1,40,0.53
9614,0,65,0.46
7461,1,63,0.44
6415,0,66,0.44
3199,1,72,0.9
5986,0,17,0.67
1319,0,38,0.28
5587,0,70,0.83
7642,0,40,0.69
472,1,48,0.81
1997,1,59,0.65
18,1,39,0.87
5158,1,44,0.77
2137,1,52,0.75
1025,0,46,0.5
8289,1,35,0.75
5935,0,29,0.69
3114,0,41,0.75
7744,0,59,0.96
6110,0,66,0.76
3161,0,27,0.49
5940,1,25,0.69
9582,1,71,0.48
7888,1,79,0.82
449,1,65,0.44
8742,0,44,0.48
9620,1,47,0.7
4372,0,46,0.69
6362,1,46,0.67
3744,0,36,0.63
178,1,38,0.58
4529,0,49,0.55
1340,1,33,0.93
3548,0,15,0.72
1591,1,32,0.79
9591,1,28,0.92
7553,0,92,0.66
8933,0,59,0.78
1769,0,64,0.75
3596,0,58,0.73
483,1,45,0.46
3967,1,49,0.73
6994,0,55,0.86
9826,1,45,0.91
2485,0,47,0.74
780,1,57,0.61
4644,1,25,0.95
6997,1,60,0.9
7229,0,61,0.6
6059,1,49,0.75
77,0,41,0.6
6689,1,62,0.83
7047,1,39,0.68
9480,1,45,0.87
7748,0,68,0.9
8865,0,32,0.89
2203,0,18,0.31
8650,0,53,0.71
6085,1,27,0.83
6006,0,36,0.82
752,1,36,0.65
8313,0,49,0.66
3637,0,22,0.38
699,1,23,0.53
8142,0,67,0.52
9305,1,46,0.54
6942,1,43,0.76
7184,1,65,0.84
1492,0,47,0.45
6328,0,35,0.95
2086,1,39,0.8
3365,0,53,0.52
8223,1,61,0.79
7207,1,53,0.95
2154,0,55,0.77
69,0,33,0.55
1449,0,41,0.85
3175,1,59,0.55
3877,1,41,0.94
3959,1,29,0.78
3221,0,45,0.78
1531,0,43,0.59
4501,0,30,0.72
7678,0,45,0.69
7208,0,57,0.81
504,1,68,0.86
6953,1,72,0.88
8531,1,77,0.6
3580,0,68,0.9
7089,0,43,0.78
6329,1,53,0.66
798,0,97,0.63
4840,1,44,0.68
5074,0,46,0.89
9746,0,44,0.79
3795,0,44,0.74
61,1,43,0.64
1775,0,50,0.89
5698,0,60,0.88
9815,1,44,0.79
2460,1,54,0.66
5507,1,21,0.68
9616,1,49,0.92
6535,0,49,0.84
1567,1,61,0.56
4742,1,57,0.72
4456,1,46,0.65
2848,0,74,0.68
2986,1,35,0.67
4454,1,69,0.74
7213,1,39,0.78
1568,1,62,0.78
9331,0,58,0.72
6212,1,49,0.88
7486,1,32,0.89
5019,0,31,0.7
4373,1,53,0.85
381,0,26,0.8
6288,1,54,0.67
2412,1,43,0.7
3912,1,54,0.91
5120,0,52,0.85
928,1,43,0.74
4162,0,37,0.92
9343,0,43,0.47
6172,0,33,0.77
7794,0,45,0.71
245,1,68,0.72
1439,0,55,0.9
9214,1,67,0.83
7937,1,48,0.93
7846,1,45,0.79
8603,1,55,0.72
9254,1,58,0.69
4212,1,37,0.86
8461,1,44,0.65
5121,1,52,0.85
4343,0,66,0.66
3561,1,56,0.79
8857,0,52,0.98
8924,0,37,0.75
114,1,43,0.55
2302,0,78,0.55
8310,0,90,0.54
2180,1,61,0.87
8354,0,47,0.81
8455,0,41,0.92
5409,0,53,0.62
775,0,60,0.82
4871,1,34,0.78
7360,1,61,0.7
4676,1,43,0.45
8843,0,65,0.89
9386,1,66,0.88
9362,1,65,0.53
7286,0,68,0.78
3760,0,56,0.63
9828,1,51,0.75
6677,0,49,0.93
7006,0,65,0.56
