ID,Gender,Age,StudentId,Attendance,TestScore
738,male,37,55 Md,0.52,39.05
739,female,44,26 dE,0.74,75.35
740,male,68,45 JL,0.88,78.34
741,male,48,88 lL,0.79,59.09
742,male,62,94 ko,0.76,64.6
743,male,62,06 Cj,0.66,42.8
744,male,43,55 zQ,0.57,56.49
745,female,35,71 dE,0.94,82.87
746,male,69,40 DA,0.68,60.44
747,male,48,47 XL,0.72,56.7
748,male,57,78 Uy,0.42,34.63
749,female,41,41 Ef,0.81,78.06
750,male,62,49 RE,0.67,47.92
751,female,49,92 Br,0.88,81.97
752,male,52,34 Ka,0.56,26.1
753,female,75,95 jK,0.61,52.8
754,female,56,22 gz,0.6,60.44
755,male,54,78 DB,0.95,81.76
756,female,63,09 FY,0.78,70.77
757,female,39,97 kb,0.47,43.68
758,female,62,88 jY,0.88,63.77
759,male,60,59 Kw,0.56,38.63
760,male,45,10 EZ,0.61,49.37
761,female,39,97 VM,0.59,56.18
762,male,55,75 gE,0.91,76.37
763,female,72,76 EB,0.8,77.85
765,female,36,10 Iw,0.65,49.98
766,female,56,66 qM,0.5,41.56
767,female,50,94 fH,0.77,58.49
768,female,43,75 iq,0.88,85.24
769,female,62,36 uR,0.69,48.94
770,female,59,41 HL,0.61,48.39
771,male,68,74 nj,0.86,64.51
772,female,86,42 Qh,0.83,71.71
773,female,55,40 Yc,0.74,67.77
774,female,63,07 if,0.81,82.1
775,male,79,14 ju,0.92,86.45
776,male,50,95 pN,0.83,61.72
777,male,45,94 lC,0.65,35.79
778,male,70,31 sq,0.89,92.73
779,female,52,69 eO,0.83,65.68
780,female,61,39 qm,0.84,63.08
781,male,25,12 Au,0.79,84.57
782,female,31,99 hW,0.86,85.85
783,female,95,86 Wj,0.71,51.27
784,male,65,74 JW,0.83,92.39
785,female,54,88 CH,0.56,43.46
786,female,45,96 qK,0.8,59.42
787,female,74,21 iB,0.8,80.25
788,male,60,36 rG,0.82,62.77
789,male,36,54 sk,0.9,75.33
790,female,41,97 zN,0.67,51.96
791,female,82,72 yg,0.73,63.93
792,female,87,81 rC,0.57,73.8
793,female,57,46 LD,0.61,45.6
794,female,36,92 bq,0.64,57.86
795,male,51,62 qV,0.7,70.82
796,male,46,71 de,0.53,54.35
797,female,49,99 zN,0.98,98.42
798,female,51,00 tq,0.74,65.63
799,female,47,81 ts,0.77,62.74
800,female,31,45 qQ,0.5,38.05
801,female,48,41 Bk,0.4,30.01
802,male,61,19 gV,0.71,67.68
803,female,57,48 ep,0.72,44.46
804,male,66,54 HX,0.72,75.02
805,female,62,43 XJ,0.65,47.71
806,male,52,33 gn,0.49,45.17
807,male,15,27 pE,0.79,67.09
808,female,54,03 nT,0.81,66.93
809,female,44,00 nJ,0.79,74.96
810,female,72,95 lI,0.81,74.4
811,male,97,50 lV,0.63,60.54
812,male,52,72 wZ,0.76,75.76
813,female,51,88 fP,0.57,43.18
814,male,56,36 kJ,0.5,47.5
815,male,47,94 ng,0.33,26.99
816,female,55,62 iD,0.74,50.21
817,male,43,46 sf,0.59,50.4
818,female,11,44 IS,0.81,74.98
819,female,42,44 Ls,0.87,80.74
820,female,55,00 Ja,0.8,64.69
821,male,39,28 sK,0.88,65.81
822,female,67,58 Xt,0.81,64.17
823,male,53,76 JP,0.5,40.94
824,male,39,79 sk,0.68,53.81
825,male,50,15 aF,0.74,62
826,male,53,41 Zb,0.44,44.77
827,male,70,23 dg,0.69,52.55
828,female,55,33 VF,0.83,71.9
829,female,74,01 Vm,0.47,31.79
830,female,62,05 Oy,0.84,86.86
831,female,62,21 wZ,0.73,57.88
832,female,67,70 jj,0.88,79.71
834,male,41,65 Aw,0.95,76.45
835,male,51,93 Ee,0.81,70.28
836,female,58,91 vL,0.77,65.42
837,male,47,64 ei,0.69,43.04
838,male,44,07 oY,0.73,58.43
839,female,58,52 wK,0.91,79.28
840,female,58,28 bd,0.88,83.01
841,male,83,78 KF,0.69,48.65
842,female,64,79 UY,0.65,42.72
843,male,34,10 wE,0.91,62.93
844,female,47,91 lL,0.69,82.44
845,male,39,17 uV,0.89,67
846,female,66,04 Ba,0.92,84.71
848,male,66,48 rB,0.64,51.5
849,male,37,12 eS,0.9,89.72
850,male,61,99 uG,0.89,85.53
851,male,52,14 IX,0.96,88.81
852,female,49,59 Xz,0.68,70.5
853,male,50,79 Qf,0.84,80.21
854,female,76,27 MR,0.74,65.01
855,male,39,76 Lg,0.61,58.67
856,male,40,36 Cl,0.58,56.51
857,female,45,31 be,0.49,39.41
858,male,49,68 Vm,0.58,57.04
859,female,57,41 bd,0.83,81.95
860,female,38,43 Hu,0.74,54.7
861,male,71,29 pO,0.87,72.12
862,male,32,50 pl,0.6,58.35
863,male,56,94 RJ,0.9,87.4
864,male,63,91 Fj,0.97,83.54
865,male,39,74 Fe,0.78,55.7
866,female,22,10 xS,0.71,73.95
867,male,63,47 dY,0.61,52.39
868,female,55,08 tM,0.84,77.71
869,male,62,10 Oe,0.68,67.4
870,female,28,46 Ap,0.32,12.12
871,female,48,14 OU,0.91,79.55
872,male,25,29 mP,0.76,61.71
873,female,47,85 Sp,0.66,53.74
874,female,50,26 mY,0.93,81.53
875,male,54,39 Kd,0.72,76.83
876,female,61,19 La,0.79,68.56
877,male,74,35 GL,0.87,80.52
878,male,37,47 hR,0.53,44.27
879,female,51,94 tP,0.74,51.98
880,male,63,36 qg,0.66,58.16
881,female,30,65 hI,0.64,49.14
882,male,52,58 ze,0.93,93.26
883,female,50,13 Ba,0.84,81.75
884,female,65,66 Hw,0.73,49.59
885,female,40,14 sR,0.69,68.05
886,female,56,65 sq,0.9,74.28
887,male,51,42 Ao,0.69,53.83
888,female,74,42 dN,0.79,80.13
889,female,49,52 Hj,0.56,34.9
890,female,73,32 ju,0.17,4.52
891,male,42,38 TO,0.82,73.38
892,female,31,37 il,0.76,76.34
893,female,21,64 tA,0.78,64.5
894,male,46,28 HN,0.52,61.21
895,male,55,46 mT,0.57,41.33
896,female,70,00 Md,0.9,89.84
897,female,64,09 xB,0.65,63.8
898,female,49,75 lB,0.8,72.35
899,male,44,89 GK,0.48,40.14
900,male,46,89 Ya,0.42,19.6
901,male,61,84 Mg,0.86,75.99
902,male,29,35 eW,0.68,74.53
903,male,54,07 Fn,0.58,61.78
904,male,66,98 sl,0.46,30.76
905,female,50,02 cd,0.74,64.13
906,male,50,95 Lw,0.73,58.7
907,female,53,88 FY,0.91,84.78
908,male,13,99 ET,0.74,65.74
909,male,46,54 aU,0.7,78.72
910,female,55,37 lB,0.93,91.85
911,female,48,83 Ft,0.85,76.43
912,male,75,82 qq,0.64,43.03
913,male,47,21 sB,0.54,41.93
914,female,25,48 Gk,0.89,80.7
915,male,67,66 gQ,0.71,55.21
916,female,64,38 kD,0.68,61.95
917,female,48,83 fd,0.77,64.62
918,female,63,42 hi,0.9,77.57
919,male,27,51 bi,0.96,91.07
920,male,20,54 zW,0.84,72.35
921,female,40,61 cW,0.72,58.98
922,male,56,31 za,0.81,79.3
923,male,65,17 ZS,0.75,62.86
924,female,48,22 cw,0.73,68.4
925,male,53,73 Gh,0.93,84.37
926,male,45,40 nj,0.72,70.06
927,female,40,30 rr,0.81,62.92
928,male,44,73 Sb,0.81,66.72
929,female,69,04 wJ,0.72,77.18
930,male,53,04 LR,0.73,59.4
931,female,52,03 ky,0.82,75.07
932,male,30,27 zw,0.46,32.94
933,male,50,30 eL,0.91,62.58
934,female,47,80 LQ,0.23,17.35
935,male,62,88 ox,0.27,27.19
936,female,35,73 PO,0.63,62.97
937,male,52,78 eu,0.72,64.12
938,male,37,11 OT,0.92,93.71
939,female,45,76 La,0.47,24.33
940,male,62,70 HM,0.84,73.94
941,female,38,85 or,0.76,71.59
942,male,46,81 HO,0.76,44.68
943,female,43,75 Le,0.74,63.46
944,male,27,46 dp,0.64,50.22
945,female,53,54 VK,0.51,45.62
946,male,70,53 ya,0.37,18.42
947,female,41,03 uz,0.77,57.97
948,male,35,87 dj,0.81,75.49
949,female,50,93 Pj,0.73,66.28
950,male,51,50 tr,0.5,53.63
951,male,50,09 UL,0.76,69.44
952,male,30,64 Jz,0.51,48.38
953,female,62,40 pw,0.93,72.18
954,female,62,11 NF,0.9,86.06
955,male,72,83 EH,0.76,84.35
956,male,43,68 ly,0.85,85.42
957,female,50,88 iD,0.63,40.06
958,female,44,41 oC,0.76,61.38
959,male,23,94 zr,0.97,96.02
960,male,58,13 cp,0.8,61.87
961,male,57,08 aW,0.72,58.75
962,male,41,89 tX,0.62,64.25
963,male,14,14 Zj,0.6,60.15
964,male,44,68 ij,0.63,50.43
965,male,28,21 kH,0.75,82.35
966,female,54,71 BS,0.94,84.9
967,female,45,32 bm,0.84,79.49
968,male,36,86 FB,0.52,47.46
969,female,35,81 xa,0.93,67.71
970,male,45,33 aJ,0.94,92.81
971,female,65,04 yC,0.82,64.23
972,female,40,84 zT,0.8,73.92
973,male,36,60 LK,0.85,69.62
974,female,36,50 SW,0.97,63.54
975,female,36,74 mJ,0.57,55.1
976,female,77,79 Kz,0.6,40.33
977,male,70,72 ko,0.83,82.89
978,female,69,32 sn,0.94,87.67
979,female,37,01 aO,0.49,45.23
980,male,32,37 ZP,0.48,35.6
981,male,32,71 iL,0.84,90.3
982,female,43,68 GK,0.87,64.7
983,female,37,87 Rg,0.63,44.42
984,male,50,26 uX,0.75,67.41
985,male,61,64 HF,0.82,48.81
986,male,44,71 Hh,0.78,63.14
987,male,25,55 kC,0.81,64.5
988,female,47,94 sU,0.86,74.71
989,male,39,32 go,0.56,35.66
990,female,56,39 Dc,0.91,98.15
991,male,47,43 Yj,0.85,82.51
992,female,46,59 ee,0.87,70.18
993,female,45,11 in,0.48,49.61
994,female,40,52 lW,0.86,65.01
995,female,54,51 zX,0.6,39.29
996,male,46,91 fm,0.87,76.53
997,female,47,88 DU,0.97,89.72
998,male,55,14 bW,0.64,60.59
999,female,31,16 CR,0.93,84.49
1000,male,50,77 Hm,0.61,66.76
1001,female,51,11 hi,0.88,91.87
1002,female,47,05 FL,0.83,70.05
1003,female,60,09 vx,0.75,75.27
1004,male,41,03 Bd,0.81,83.54
1005,female,31,40 eO,0.74,64.1
1006,male,62,05 AV,0.64,46.79
1007,female,71,46 kk,0.82,63.26
1008,male,41,21 Sr,0.86,71.67
1009,male,33,62 Xk,0.93,80.71
1010,female,39,92 Vi,0.83,79.02
1011,male,37,52 Qf,0.92,98.48
1012,female,34,83 dY,0.7,58.66
1013,female,51,55 sr,0.38,44.4
1014,male,60,50 WQ,0.53,51.84
1015,female,43,00 fj,0.77,74.69
1016,male,31,47 HG,0.99,79.44
1017,female,54,36 EN,0.8,76.01
1018,female,41,76 ng,0.72,54.54
1019,female,52,13 HH,0.5,24.1
1020,male,30,49 hI,0.78,67.16
1021,female,28,84 SI,0.76,66.13
1022,female,58,26 tN,0.77,70.03
1023,male,43,35 sR,0.82,73.19
1024,female,27,10 Nu,0.87,75.57
1025,male,49,74 hb,0.85,61.16
1026,male,58,49 ba,0.56,43.8
1027,male,35,86 tA,0.58,59.49
1028,male,33,55 EI,0.77,90.6
1029,male,20,41 OD,0.61,45.29
1030,male,21,56 bY,0.64,51.47
1031,female,68,48 MO,0.6,59.06
1032,female,58,35 ej,0.52,43.75
1033,female,71,95 nq,0.84,76.18
1034,female,39,83 ux,0.81,78.58
1035,male,50,26 vX,0.21,18.47
1036,male,71,11 TU,0.87,82.06
1037,female,55,74 bK,0.99,87.19
1038,female,68,81 IF,0.78,39.69
1039,female,20,72 iO,0.58,51.93
1040,male,46,28 To,0.5,44.02
1041,male,85,97 OH,0.95,79.51
1042,male,51,11 FJ,0.84,60.51
1043,male,43,50 ut,0.65,73
1044,male,78,22 IM,0.97,81.24
1045,female,73,64 uW,0.85,66.52
1046,male,66,69 yq,0.36,19.04
1047,female,44,60 Ly,0.77,71.76
1048,female,49,79 ro,1,97.92
1049,male,56,86 Hn,0.5,45.76
1050,female,49,54 Wr,0.97,82.04
1051,female,34,00 Wx,0.67,72.25
1052,female,37,02 rp,0.45,31.74
1053,female,38,04 ZN,0.69,68.35
1054,female,42,60 Te,0.72,60.37
1055,female,58,40 NI,0.95,88.29
1056,female,45,03 RV,0.79,69.93
1057,female,38,42 TF,0.74,61.37
1058,female,40,46 fE,0.85,80.81
1059,female,44,58 Xl,0.83,88.08
1060,female,26,57 zy,0.64,55.54
1061,male,42,15 ee,0.78,66.99
1062,female,49,48 RP,0.81,85.33
1063,female,45,96 Yj,0.71,49.96
1064,male,18,65 Fk,0.64,46.63
1065,female,84,96 UM,0.84,79.32
1066,male,66,73 Gc,0.71,56.54
1067,male,84,69 Zo,0.75,64.68
1068,male,77,00 Dq,0.85,66.79
1069,male,38,74 Px,0.81,76.4
1070,male,61,83 Sg,0.33,22.49
1071,male,70,65 pr,0.57,36.84
1072,female,65,14 Lw,0.8,77.98
1073,female,37,08 Rt,0.5,43.73
1074,female,45,15 dh,0.92,86.78
1075,female,38,74 dL,0.55,45.06
1076,male,47,53 jb,0.89,82.15
1077,male,56,44 rN,0.66,61
1078,male,26,06 BA,0.51,51.26
1079,female,27,70 no,0.63,49.48
1080,female,48,03 OD,0.7,52.59
1081,male,47,53 xq,0.92,96.48
1082,male,61,20 zS,0.54,52.2
1083,female,51,82 bj,0.69,48.38
1084,female,69,30 ZU,0.49,53.23
1085,female,24,49 qb,0.31,1.03
1086,female,32,76 lv,0.63,51.52
1088,male,61,23 Yl,0.61,55.12
1089,male,53,63 SR,0.88,66.87
1090,male,51,42 UA,0.43,29.18
1091,male,53,50 hW,0.71,50.35
1092,male,60,73 zh,0.7,52.41
1093,male,42,74 WX,0.7,43.44
1094,female,30,46 Mf,0.76,68.83
1095,male,61,51 MY,0.72,60.21
1096,male,64,54 bJ,0.94,84.07
1097,female,54,14 xf,0.8,55.86
1098,female,60,63 YB,0.98,82.92
1099,male,52,16 ov,0.78,55.97
1100,male,53,45 hi,0.71,69.73
1101,female,36,55 Qs,0.8,70.06
1102,female,35,47 BZ,0.94,85.62
1103,male,33,42 IC,0.3,7.81
1104,male,54,84 Mh,0.91,72.35
1105,female,38,55 vW,0.69,55.19
1106,male,56,23 HM,0.86,62.08
1107,male,39,42 df,0.76,67.44
1108,male,60,64 rm,0.73,72.6
1109,female,63,89 fG,0.44,36.47
1110,male,26,93 nB,0.82,72.56
1111,female,56,12 XJ,0.77,75.74
1112,female,54,64 lG,0.89,83.46
1113,female,55,61 zu,0.88,95.26
1114,female,61,44 hi,0.91,84.53
1115,male,73,93 yL,0.67,41.79
1116,male,55,84 gM,0.56,53.25
1117,female,49,98 Cs,0.98,88.03
1118,female,47,00 Mp,0.69,63.29
1119,female,47,03 sJ,0.76,61.22
1120,male,60,22 Qk,0.68,45.96
1121,female,58,49 kZ,0.61,44.25
1122,male,31,01 hC,0.82,58.31
1123,male,26,52 sC,0.79,54.51
1124,female,59,74 Eb,0.93,80.85
1125,female,77,99 Qu,0.8,71.43
1126,male,51,38 mu,0.64,50.01
1127,male,47,62 NQ,0.75,58.93
1128,female,64,47 NB,0.58,49.93
1129,male,65,48 DP,0.75,59.63
1130,female,63,75 uu,0.75,68.03
1131,male,53,30 bn,0.78,77.64
1132,female,23,38 Vy,0.88,67.11
1133,male,55,68 Mj,0.87,75.15
1134,male,68,13 da,0.7,42.87
1135,male,62,67 fa,0.86,85.18
1136,female,21,35 ZY,0.86,87.65
1137,female,63,34 sn,0.87,70.98
1138,female,47,70 sz,0.92,94.34
1140,male,17,47 jZ,0.95,79.5
1141,male,43,09 Mn,0.77,61.96
1142,female,60,58 ZA,0.78,48.74
1143,female,58,26 Ny,0.77,69.29
1144,male,42,25 Bq,0.83,74.84
1145,male,33,96 Ux,0.64,65.73
1146,male,50,16 kl,0.86,80.05
1147,female,70,76 zb,0.62,39.57
1148,female,26,81 VX,0.71,80.64
1149,female,75,74 VS,0.87,87.71
1150,male,67,11 bo,0.35,4.4
1151,female,67,08 ie,0.53,55.85
1152,male,51,44 yf,0.64,58.77
1153,female,42,47 nv,0.85,89.02
1154,male,33,49 hg,0.74,74.53
1155,female,49,32 Em,0.7,61.44
1156,male,49,01 Gc,0.79,62.23
1157,female,32,20 zq,0.83,85.86
1158,female,52,35 Jp,0.96,96.93
1159,male,68,16 eU,0.62,48.69
1160,male,57,36 iI,0.86,77.51
1161,female,72,76 ww,0.73,79.65
1162,female,61,82 WI,0.78,58.29
1163,female,45,81 YE,0.81,75.49
1164,female,62,56 xC,0.72,73.95
1165,male,54,09 tB,0.7,72.02
1166,female,66,61 Sq,0.97,79.46
1167,male,76,81 gI,0.83,88.23
1168,male,58,98 na,0.73,61.61
1169,female,71,41 yw,0.84,57.56
1170,female,24,95 ES,0.67,38.74
1171,male,38,61 zP,0.92,78.06
1172,female,91,81 qA,0.98,87.61
1173,female,6,32 RK,0.89,71.39
1174,female,25,13 jO,0.6,56.63
1175,female,70,36 wB,0.78,63.14
1177,male,48,32 un,0.59,59.07
1178,male,50,32 DB,0.64,43.17
1179,female,53,48 qC,0.47,37.41
1180,male,64,58 AL,0.68,65.04
1181,male,38,89 bi,0.65,54.05
1182,male,64,09 pP,0.93,70.63
1183,female,31,64 iJ,0.87,83.65
1184,male,62,96 dk,0.67,52.34
1185,female,21,34 AL,0.88,75.01
1186,male,15,62 of,0.55,47.68
1187,female,48,43 of,0.61,63.88
1188,male,21,94 Ze,0.88,78.45
1189,male,41,90 Gl,0.86,71.52
1190,female,82,04 Nw,0.72,67.1
1191,male,54,93 cL,0.64,40.33
1192,male,58,88 vG,0.58,35.61
1193,male,42,06 LC,0.63,35.66
1195,female,30,23 Hm,0.85,76.15
1196,male,41,69 yH,0.73,75.89
1197,female,40,26 sL,0.71,67.91
1198,male,64,62 fB,0.82,73.76
1199,female,59,93 zJ,0.47,24.81
1200,female,42,71 gR,0.82,74.66
1201,male,69,71 gr,0.66,57.94
1202,male,56,31 GU,0.81,66.93
1203,female,38,34 HU,0.85,46.12
1204,male,38,44 TR,0.66,54.14
1205,male,15,97 vv,0.84,68.09
1206,male,55,26 qe,0.91,76.78
1207,male,59,80 gN,0.81,71.55
1209,female,41,47 cX,0.95,70.72
1210,male,41,19 Ru,0.88,86.62
1211,male,70,82 DG,0.8,86.97
1212,male,61,37 AQ,0.76,56.09
1213,female,45,60 MI,0.99,63.56
1214,female,48,73 Dq,0.56,45.63
1215,female,50,00 vv,0.88,88.16
1216,female,62,75 Dg,0.77,62.55
1217,male,51,47 tM,0.4,24.62
1218,male,71,05 Dk,0.82,71.58
1219,male,33,69 aH,0.46,41.97
1221,female,50,79 Ru,0.69,55.76
1222,male,54,67 Ax,0.5,40.54
1223,male,66,65 qL,0.45,48.33
1224,female,45,11 jB,0.79,53.25
1225,female,32,29 wq,0.63,50.21
1226,female,58,14 zX,0.85,66.76
1227,female,40,36 UF,0.87,76.36
1228,female,37,45 cy,0.86,67.8
1229,female,62,39 yP,0.48,29.92
1230,male,34,62 Eu,0.62,62.8
1231,female,45,54 FQ,0.58,72.98
1232,male,27,90 Oh,0.69,53.38
1233,male,28,49 eT,0.79,55.45
1234,male,42,60 Qj,0.58,60.01
1235,female,37,73 PK,0.9,77.16
1236,female,63,22 jN,0.82,70.61
1237,male,38,44 CG,0.73,91.05
1238,male,35,91 GI,0.72,52.95
1239,male,41,62 Zq,0.31,16.33
1240,male,68,98 re,0.85,80.26
1241,male,31,97 mp,0.91,74.29
1242,male,67,82 KF,0.83,66.56
1243,male,54,11 xz,0.44,28.3
1244,female,45,11 Ux,0.83,87.6
1245,male,40,83 Fb,0.29,13.11
1246,female,72,43 QA,0.74,56.37
1247,male,46,02 OZ,0.65,59.58
1248,female,44,32 tb,0.76,48.51
1249,male,57,92 rN,0.57,23.62
1250,male,46,12 Id,0.83,62.75
1251,male,40,27 cB,0.42,29.16
1252,male,52,83 xp,0.87,79.94
1253,female,55,02 QV,0.68,59.89
1254,female,78,67 IY,0.74,52.81
1255,female,41,02 rR,0.56,48.48
1256,male,56,43 Zd,0.89,70.7
1257,male,49,61 bx,0.25,1.22
1258,female,47,63 Kt,0.93,87.54
1259,male,62,92 Tx,0.75,68.79
1260,male,31,11:00 am,0.94,85.78
1261,female,63,62 Bs,0.49,48.18
1262,female,44,42 WX,0.29,14.74
1263,male,56,25 gr,0.73,63.65
1264,female,32,24 uO,0.95,67.83
1265,female,54,49 DX,0.79,93.05
1266,female,38,75 Bc,0.89,65.95
1267,male,78,10 KO,0.94,83.17
1268,female,60,51 mB,0.86,66.21
1269,male,70,60 XJ,0.78,68.44
1270,male,26,52 gK,0.68,58.54
1271,male,67,14 Cs,0.91,87.1
1272,male,48,29 EW,0.68,50.38
1273,male,35,43 Hv,0.82,70.18
1274,female,37,27 XS,0.87,85.74
1275,female,51,24 Xt,0.99,80.62
1276,male,31,48 ev,0.8,72.42
1277,female,58,75 Nn,0.69,57.6
1278,female,69,05 Ay,0.7,41.85
1279,female,28,14 Kt,0.84,65.41
1280,male,45,02 mg,0.36,45.48
1281,female,61,28 Ad,0.77,73.31
1282,female,56,60 bo,0.49,38.47
1283,female,34,40 cr,0.85,89.71
1284,male,27,37 PX,0.64,30.97
1285,male,80,77 hI,0.68,45.18
1286,male,40,00 zd,0.74,74.17
1287,male,40,03 Sw,0.68,64.2
1288,female,60,84 DU,0.56,37.87
1289,female,78,36 qS,0.82,60.42
1290,male,57,01 Sd,0.35,20.76
1291,male,50,56 dV,0.55,39.9
1292,female,42,61 zq,0.92,94.16
1293,male,46,09 BR,0.89,68.87
1294,male,29,25 mx,0.6,45.66
1295,female,45,59 RA,0.5,48.29
1296,female,44,06 xh,0.46,37.21
1297,male,30,65 aW,0.59,37.85
1298,female,52,80 Cb,0.79,80.53
1299,female,48,73 FW,0.86,81.24
1300,female,18,52 MV,0.85,64.19
1301,male,45,35 Dn,0.71,60.21
1302,female,23,64 Qd,0.77,69.59
1303,male,49,81 Gk,0.94,61.63
1304,female,51,27 ah,0.76,75.98
1305,female,43,43 iX,0.77,59.29
1306,male,49,24 Aw,0.51,42.22
1307,male,51,08 oH,0.84,86.14
1308,male,35,91 wC,0.9,74.87
1309,female,55,41 zs,0.92,77.73
1310,male,55,75 cn,0.67,53.25
1311,male,49,20 qs,0.68,49.68
1312,male,62,14 dS,0.53,41.91
1313,female,64,05 Dg,0.56,33.35
1314,female,42,03 mk,0.71,56.48
1315,female,53,35 hI,0.77,79.43
1316,male,90,77 Eq,0.84,87.06
1317,male,38,05 ZR,0.82,61.98
1318,male,48,19 Nm,0.79,64.4
1319,male,70,35 LO,0.6,35.01
1320,female,37,18 vy,0.81,81.31
1321,female,58,47 oP,0.61,58.65
1322,female,51,17 UC,0.48,50.85
1323,male,55,20 bu,0.76,66.93
1324,male,13,88 Xh,0.81,72.96
1325,female,32,43 In,0.88,76.54
1326,female,54,79 Zt,0.72,53.82
1327,male,40,44 Gt,0.9,78.22
1328,female,67,24 mj,0.75,70.97
1329,male,48,42 Op,0.89,70.45
1330,female,39,16 WF,0.76,71.9
1331,male,63,33 ph,0.76,64.13
1332,female,42,39 np,0.77,81.06
1333,female,39,52 Pu,0.69,48.48
1334,male,62,81 eM,0.85,74.85
1335,male,48,98 Yw,0.92,72.75
1336,male,41,92 cR,0.9,84.93
1337,female,32,41 ON,0.31,5.69
1338,male,33,26 iq,0.86,85.89
1339,female,42,62 fi,0.76,82.85
1340,male,38,20 JP,0.28,16.62
1341,male,47,51 jO,0.51,33.95
1342,female,67,17 OE,0.64,53.33
1343,male,39,67 FK,0.69,53.4
1344,male,55,23 au,0.83,71.08
1345,male,65,06 qz,0.84,66.84
1346,male,18,58 NH,0.84,61.48
1347,male,61,38 hi,0.93,82.01
1348,female,43,53 SB,0.66,57.31
1349,male,34,04 uP,0.89,70.15
1350,male,45,54 WF,0.37,22.66
1351,female,68,22 iH,0.74,59.73
1352,female,52,09 PA,0.61,64.68
1353,male,62,73 Fu,0.48,30.06
1354,female,52,59 KW,0.64,54.11
1355,male,60,44 qq,0.98,99.38
1356,male,52,07 NR,0.72,41.28
1357,male,68,68 cq,0.77,66.47
1358,female,57,61 Le,0.83,74.33
1359,female,41,91 Gq,0.7,59.26
1360,female,26,39 iU,0.64,54.85
1361,female,33,94 gc,0.93,95.31
1362,male,52,13 uw,0.59,42.6
1363,male,45,95 Ub,0.69,51.21
1364,female,65,53 Rk,0.76,72.12
1365,male,29,06 jf,0.85,95.54
1366,female,46,23 Il,0.9,55.81
1367,male,78,46 kj,0.87,92.94
1368,male,47,92 QZ,0.63,47.3
1369,female,63,04 fF,0.88,86.54
1370,male,58,26 ob,0.31,12.12
1371,male,74,25 OR,0.8,68.99
1372,female,40,12 fo,0.59,51.43
1374,male,44,10 Ca,0.56,43.36
1375,male,38,60 fg,0.57,44.09
1376,male,51,63 AX,0.87,82.75
1377,male,43,39 iR,0.7,63.36
1378,female,71,18 oX,0.74,61.13
1379,female,69,00 gd,0.79,66.07
1380,male,37,82 ps,0.76,75
1381,female,36,31 Zs,0.86,80.36
1382,male,45,86 wr,0.64,73.65
1383,female,57,90 TK,0.74,70.74
1384,male,30,50 de,0.82,78.58
1385,female,63,79 SX,0.89,64.59
1386,female,47,72 VH,0.74,63.27
1387,female,52,71 VC,0.89,88.47
1388,female,55,76 Qv,0.76,81.2
1389,male,72,93 hS,0.72,53.73
1390,female,50,84 xh,0.71,66.64
1391,male,41,22 XQ,0.7,53.17
1392,female,42,25 Xx,0.88,97.51
1393,male,51,94 AH,0.51,29.98
1394,female,41,77 oZ,0.86,63.97
1395,female,50,51 IX,0.71,75.33
1396,female,51,06 Cw,0.79,59.6
1397,male,36,51 mw,0.77,59.62
1398,male,18,76 xP,0.85,69.76
1399,male,49,94 Rt,0.69,51.53
1400,male,58,07 VP,0.89,85.62
1401,male,35,30 jt,0.57,41.05
1402,male,12,93 IM,0.57,65.98
1403,female,56,06 YY,0.66,54.42
1404,female,43,70 FL,0.89,76.38
1405,female,65,06 Vo,0.5,35.53
1406,male,53,10 oL,0.4,18.02
1407,female,54,37 Hg,0.91,81.35
1408,male,43,36 FA,0.76,63.74
1409,female,58,33 HU,0.79,67.5
1410,female,59,94 eb,0.52,45.02
1411,female,56,02 QN,0.35,36.14
1412,female,45,59 pv,0.93,92.27
1413,female,51,59 SI,0.85,73.93
1414,female,51,86 uv,0.88,88.16
1415,male,37,01 yY,0.43,25.56
1416,female,44,01 bm,0.81,75.4
1417,female,59,68 No,0.79,59.51
1418,male,58,71 xv,0.79,68.11
1419,female,21,50 eB,0.67,49.62
1420,male,48,13 zv,0.91,74.48
1421,female,28,07 Om,0.81,63.57
1422,male,41,58 EP,0.31,33.57
1423,female,54,00 Zh,0.55,45.14
1424,male,50,70 ly,0.84,85.99
1425,female,44,57 Fn,0.87,65.21
1426,female,55,27 EA,0.65,54.05
1427,female,58,73 OB,0.78,69.03
1428,male,18,74 QT,0.64,44.7
1429,female,55,99 oA,0.9,88.09
1430,female,27,72 bV,0.94,86.54
1431,female,45,80 NM,0.8,74.86
1432,male,43,37 pW,0.85,65.08
1433,female,60,29 CU,0.92,99.76
1434,female,56,90 ao,0.81,82.53
1435,female,35,69 jX,0.62,72.26
1436,female,40,57 OH,0.65,56.12
1437,female,58,35 AK,0.61,51.34
1438,male,62,47 cn,0.85,71.62
1439,male,30,41 md,0.91,69.33
1440,male,54,68 TB,0.93,86.29
1442,male,36,50 KA,0.63,57.08
1443,male,38,35 vn,0.81,83.02
1444,female,51,67 KB,0.8,65.52
1445,male,41,17 hG,0.65,55.49
1446,male,20,93 IK,0.68,65.03
1447,female,62,69 kE,0.79,73.59
1448,female,57,93 CL,0.81,69.22
1449,male,55,08 Wf,0.9,93.69
1450,female,74,95 Mv,0.65,49.84
1451,male,55,92 gi,0.53,38.67
1452,male,34,82 HV,0.88,79.46
